event_id,n_files,n_defects,p1,p3,r5,mrr,triage_s,repo
bip-scrapy-13,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-14,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:scrapy
bip-scrapy-15,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-16,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-17,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-18,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:scrapy
bip-scrapy-19,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-20,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-21,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-22,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-23,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:scrapy
bip-scrapy-24,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-25,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-26,6,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:scrapy
bip-scrapy-27,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-28,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-29,5,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-30,6,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:scrapy
bip-scrapy-31,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:scrapy
bip-scrapy-32,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-33,7,5,1.0,1.0,0.6,1.0,3.0,bugsinpy:scrapy
bip-scrapy-34,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:scrapy
bip-scrapy-35,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-36,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-37,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-38,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:scrapy
bip-scrapy-39,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-scrapy-40,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:scrapy
bip-spacy-1,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:spacy
bip-spacy-2,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:spacy
bip-spacy-3,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:spacy
bip-spacy-4,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:spacy
bip-spacy-5,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:spacy
bip-spacy-6,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:spacy
bip-spacy-7,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:spacy
bip-spacy-8,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:spacy
bip-spacy-9,4,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:spacy
bip-spacy-10,6,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:spacy
bip-thefuck-1,6,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:thefuck
bip-thefuck-2,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-3,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-4,4,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:thefuck
bip-thefuck-5,8,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:thefuck
bip-thefuck-6,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-7,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:thefuck
bip-thefuck-8,5,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:thefuck
bip-thefuck-9,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-10,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:thefuck
bip-thefuck-11,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-12,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-13,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-14,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-15,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-16,4,4,1.0,1.0,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-17,6,2,0.0,0.6666666666666666,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-18,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-19,8,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:thefuck
bip-thefuck-20,6,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:thefuck
bip-thefuck-21,7,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:thefuck
bip-thefuck-22,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-23,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-24,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-25,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:thefuck
bip-thefuck-26,7,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:thefuck
bip-thefuck-27,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-28,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-29,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-30,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:thefuck
bip-thefuck-31,6,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:thefuck
bip-thefuck-32,5,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:thefuck
bip-tornado-1,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tornado
bip-tornado-2,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-3,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tornado
bip-tornado-4,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tornado
bip-tornado-5,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:tornado
bip-tornado-6,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-7,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-8,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:tornado
bip-tornado-9,7,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:tornado
bip-tornado-10,5,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-11,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tornado
bip-tornado-12,6,1,0.0,0.0,0.0,0.16666666666666666,18.0,bugsinpy:tornado
bip-tornado-13,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-14,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tornado
bip-tornado-15,4,2,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tornado
bip-tornado-16,6,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:tornado
bip-tqdm-1,4,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:tqdm
bip-tqdm-2,5,2,0.0,0.6666666666666666,1.0,0.5,6.0,bugsinpy:tqdm
bip-tqdm-3,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tqdm
bip-tqdm-4,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tqdm
bip-tqdm-5,5,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:tqdm
bip-tqdm-6,5,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tqdm
bip-tqdm-7,5,1,0.0,0.0,1.0,0.2,15.0,bugsinpy:tqdm
bip-tqdm-8,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:tqdm
bip-tqdm-9,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:tqdm
bip-youtube-dl-1,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:youtube-dl
bip-youtube-dl-2,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-3,4,1,0.0,0.0,1.0,0.25,12.0,bugsinpy:youtube-dl
bip-youtube-dl-4,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-5,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-6,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-7,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-8,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-9,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-10,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-11,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-12,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-13,7,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-14,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-15,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-16,4,2,0.0,0.6666666666666666,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-17,8,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-18,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-19,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-20,4,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-21,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-22,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-23,3,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-24,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:youtube-dl
bip-youtube-dl-25,3,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
bip-youtube-dl-26,3,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:youtube-dl
bip-youtube-dl-27,8,1,0.0,0.0,0.0,0.125,24.0,bugsinpy:youtube-dl
bip-youtube-dl-28,8,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-29,7,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-30,6,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-31,7,2,1.0,0.3333333333333333,0.5,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-32,7,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-33,8,2,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-34,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-35,3,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-36,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-37,7,1,0.0,0.3333333333333333,1.0,0.3333333333333333,9.0,bugsinpy:youtube-dl
bip-youtube-dl-38,4,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-39,4,2,1.0,0.6666666666666666,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-40,5,2,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-41,4,1,1.0,0.3333333333333333,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-42,4,4,1.0,1.0,1.0,1.0,3.0,bugsinpy:youtube-dl
bip-youtube-dl-43,5,1,0.0,0.3333333333333333,1.0,0.5,6.0,bugsinpy:youtube-dl
