event_id,method,n_files,n_real,prec_at_1,prec_at_3,recall_at_5,triage_sec,found_first,repo
hadoop-ev00516,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00517,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00518,fused_rule,8,3,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00519,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00520,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00521,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00522,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00523,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00524,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00525,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00526,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00527,fused_rule,8,3,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00528,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00529,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00530,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00531,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00532,fused_rule,7,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00533,fused_rule,8,3,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00534,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00535,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00536,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00537,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00538,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00539,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00540,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00541,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00542,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00543,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00544,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00545,fused_rule,8,3,1.0,0.3333333333333333,0.6666666666666666,0,1,hadoop
hadoop-ev00546,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00547,fused_rule,6,3,0.0,0.3333333333333333,0.6666666666666666,60,1,hadoop
hadoop-ev00548,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00549,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00550,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00551,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00552,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00553,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00554,fused_rule,5,2,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00555,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00556,fused_rule,4,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00557,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00558,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00559,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00560,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00561,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00562,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00563,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00564,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00565,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00566,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00567,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00568,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00569,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00570,fused_rule,7,3,1.0,0.3333333333333333,0.6666666666666666,0,1,hadoop
hadoop-ev00571,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00572,fused_rule,6,3,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00573,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00574,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00575,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00576,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00577,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00578,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00579,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00580,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00581,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00582,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00583,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00584,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00585,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00586,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00587,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00588,fused_rule,4,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00589,fused_rule,7,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00590,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00591,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00592,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00593,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00594,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00595,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00596,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00597,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00598,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00599,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00600,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00601,fused_rule,8,3,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00602,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00603,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00604,fused_rule,6,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00605,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00606,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00607,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00608,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00609,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00610,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00611,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00612,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00613,fused_rule,8,3,0.0,0.0,0.6666666666666666,90,1,hadoop
hadoop-ev00614,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00615,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00616,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00617,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00618,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00619,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00620,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00621,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00622,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00623,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00624,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00625,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00626,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00627,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00628,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00629,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00630,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00631,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00632,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00633,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00634,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00635,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00636,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00637,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00638,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00639,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00640,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00641,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00642,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00643,fused_rule,8,3,0.0,0.3333333333333333,0.6666666666666666,60,1,hadoop
hadoop-ev00644,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00645,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00646,fused_rule,8,3,0.0,0.3333333333333333,0.6666666666666666,30,1,hadoop
hadoop-ev00647,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00648,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00649,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00650,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00651,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00652,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00653,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00654,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00655,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00656,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00657,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00658,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00659,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00660,fused_rule,6,3,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00661,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00662,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00663,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00664,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00665,fused_rule,7,3,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00666,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00667,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00668,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00669,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00670,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00671,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00672,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00673,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00674,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00675,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00676,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00677,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00678,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00679,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00680,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00681,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00682,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00683,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00684,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00685,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00686,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00687,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00688,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00689,fused_rule,8,3,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00690,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00691,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00692,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00693,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00694,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00695,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00696,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00697,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00698,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00699,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00700,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00701,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00702,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00703,fused_rule,4,2,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00704,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00705,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00706,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00707,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00708,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00709,fused_rule,4,2,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00710,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00711,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00712,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00713,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00714,fused_rule,4,2,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00715,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00716,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00717,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00718,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00719,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00720,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00721,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00722,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00723,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00724,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00725,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00726,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00727,fused_rule,3,1,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00728,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00729,fused_rule,6,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00730,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00731,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00732,fused_rule,4,2,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00733,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00734,fused_rule,4,2,0.0,0.3333333333333333,1.0,60,1,hadoop
hadoop-ev00735,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00736,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00737,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00738,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00739,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00740,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00741,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00742,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00743,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00744,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00745,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00746,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00747,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00748,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00749,fused_rule,5,2,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00750,fused_rule,5,2,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00751,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00752,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00753,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00754,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00755,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00756,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00757,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00758,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00759,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00760,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00761,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00762,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00763,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00764,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00765,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00766,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00767,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00768,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00769,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00770,fused_rule,6,3,0.0,0.3333333333333333,0.6666666666666666,30,1,hadoop
hadoop-ev00771,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00772,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00773,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00774,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00775,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00776,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00777,fused_rule,7,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00778,fused_rule,5,2,0.0,0.6666666666666666,1.0,30,1,hadoop
hadoop-ev00779,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00780,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00781,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00782,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00783,fused_rule,6,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00784,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00785,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00786,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00787,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00788,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00789,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00790,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00791,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00792,fused_rule,7,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00793,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00794,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00795,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00796,fused_rule,6,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00797,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00798,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00799,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00800,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00801,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00802,fused_rule,3,1,0.0,0.3333333333333333,1.0,30,1,hadoop
hadoop-ev00803,fused_rule,6,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00804,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00805,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00806,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00807,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00808,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00809,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00810,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00811,fused_rule,6,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00812,fused_rule,8,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00813,fused_rule,8,3,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00814,fused_rule,7,3,1.0,0.6666666666666666,0.6666666666666666,0,1,hadoop
hadoop-ev00815,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00816,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00817,fused_rule,8,3,1.0,1.0,1.0,0,1,hadoop
hadoop-ev00818,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00819,fused_rule,5,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00820,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00821,fused_rule,3,1,1.0,0.3333333333333333,1.0,0,1,hadoop
hadoop-ev00822,fused_rule,4,2,1.0,0.6666666666666666,1.0,0,1,hadoop
hadoop-ev00823,fused_rule,7,3,1.0,1.0,1.0,0,1,hadoop
