event_id,method,n_files,n_real,prec_at_1,prec_at_3,recall_at_5,triage_sec,found_first,repo
express-ev00178,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00179,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00180,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00181,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00182,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00183,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00184,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00185,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00186,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00187,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00188,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00189,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00190,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00191,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00192,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00193,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00194,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00195,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00196,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00197,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00198,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00199,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00200,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00201,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00202,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00203,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00204,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00205,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00206,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00207,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00208,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00209,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00210,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00211,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00212,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00213,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00214,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00215,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00216,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00217,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00218,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00219,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00220,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00221,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00222,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00223,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00224,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00225,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00226,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00227,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00228,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00229,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00230,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00231,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00232,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00233,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00234,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00235,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00236,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00237,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00238,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00239,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00240,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00241,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00242,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00243,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00244,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00245,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00246,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00247,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00248,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00249,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00250,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00251,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00252,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00253,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00254,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00255,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00256,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00257,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00258,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00259,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00260,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00261,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00262,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00263,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00264,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00265,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00266,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00267,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00268,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00269,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00270,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00271,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00272,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00273,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00274,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00275,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00276,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00277,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00278,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00279,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00280,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00281,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00282,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00283,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00284,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00285,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00286,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00287,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00288,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00289,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00290,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00291,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00292,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00293,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00294,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00295,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00296,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00297,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00298,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00299,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00300,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00301,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00302,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00303,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00304,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00305,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00306,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00307,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00308,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00309,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00310,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00311,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00312,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00313,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00314,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00315,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00316,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00317,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00318,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00319,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00320,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00321,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00322,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00323,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00324,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00325,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00326,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00327,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00328,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00329,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00330,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00331,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00332,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00333,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00334,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00335,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00336,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00337,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00338,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00339,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00340,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00341,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00342,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00343,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00344,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00345,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00346,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00347,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00348,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00349,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00350,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00351,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00352,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00353,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00354,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00355,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00356,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00357,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00358,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00359,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00360,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00361,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00362,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00363,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00364,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00365,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00366,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00367,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00368,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00369,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00370,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00371,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00372,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00373,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00374,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00375,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00376,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00377,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00378,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00379,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00380,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00381,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00382,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00383,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00384,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00385,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00386,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00387,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00388,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00389,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00390,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00391,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00392,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00393,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00394,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00395,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00396,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00397,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00398,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00399,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00400,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00401,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00402,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00403,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00404,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00405,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00406,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00407,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00408,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00409,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00410,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00411,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00412,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00413,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00414,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00415,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00416,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00417,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00418,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00419,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00420,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00421,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00422,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00423,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00424,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00425,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00426,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00427,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00428,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00429,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00430,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00431,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00432,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00433,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00434,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00435,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00436,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00437,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00438,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00439,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00440,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00441,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00442,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00443,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00444,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00445,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00446,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00447,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00448,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00449,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00450,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00451,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00452,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00453,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00454,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00455,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00456,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00457,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00458,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00459,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00460,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00461,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00462,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00463,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00464,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00465,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00466,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00467,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00468,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00469,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00470,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00471,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00472,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00473,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00474,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00475,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00476,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00477,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00478,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00479,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00480,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00481,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00482,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00483,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00484,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00485,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00486,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00487,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00488,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00489,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00490,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00491,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00492,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00493,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00494,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00495,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00496,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00497,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00498,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00499,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00500,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00501,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00502,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00503,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00504,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00505,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00506,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00507,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00508,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00509,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00510,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00511,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00512,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00513,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00514,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00515,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00516,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00517,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00518,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00519,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00520,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00521,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00522,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00523,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00524,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00525,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00526,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00527,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00528,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00529,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00530,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00531,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00532,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00533,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00534,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00535,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00536,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00537,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00538,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00539,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00540,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00541,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00542,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00543,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00544,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00545,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00546,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00547,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00548,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00549,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00550,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00551,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00552,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00553,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00554,pre_only,7,7,1.0,1.0,0.7142857142857143,0,1,express
express-ev00555,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00556,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00557,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00558,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00559,pre_only,5,5,1.0,1.0,1.0,0,1,express
express-ev00560,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00561,pre_only,3,3,1.0,1.0,1.0,0,1,express
express-ev00562,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00563,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00564,pre_only,4,4,1.0,1.0,1.0,0,1,express
express-ev00565,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00566,pre_only,8,8,1.0,1.0,0.625,0,1,express
express-ev00567,pre_only,6,6,1.0,1.0,0.8333333333333334,0,1,express
express-ev00568,pre_only,4,4,1.0,1.0,1.0,0,1,express
